target,plat,recettes,plat_recette
Desserts,tarte abricot amandine,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","tarte abricot amandine sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Desserts,tarte aux pêches,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","tarte aux pêches sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Desserts,tarte fine aux pommes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","tarte fine aux pommes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,aubergines au four,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","aubergines au four sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,poêlée de panais,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","poêlée de panais sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,dahl de lentilles corail,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","dahl de lentilles corail sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,galettes de pomme de terre,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","galettes de pomme de terre sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,curry de pois chiches,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","curry de pois chiches sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,lasagnes végétariennes (facile),"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","lasagnes végétariennes (facile) sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,lasagnes aux légumes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","lasagnes aux légumes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,dal lentilles au lait de coco,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","dal lentilles au lait de coco sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,aubergines à la parmigiana,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","aubergines à la parmigiana sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,poêlée de légumes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","poêlée de légumes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,faire soi-même du seitan,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","faire soi-même du seitan sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,curry de légumes végétarien,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","curry de légumes végétarien sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,tempeh mariné à la sauce soja,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","tempeh mariné à la sauce soja sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,veggie burger,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","veggie burger sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,aubergine à la parmesane,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","aubergine à la parmesane sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,galettes de pommes de terre d'alsace,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","galettes de pommes de terre d'alsace sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,jardinière de légumes de printemps ,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","jardinière de légumes de printemps  sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,poki-poki,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","poki-poki sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,galettes de chou-fleur panées,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","galettes de chou-fleur panées sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,aubergines au four à la mozzarella,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","aubergines au four à la mozzarella sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,poêlée de patates douces et courgettes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","poêlée de patates douces et courgettes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,galettes de pommes de terre,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","galettes de pommes de terre sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,galettes de légumes râpés,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","galettes de légumes râpés sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,chou-fleur à la flamande au thermomix,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","chou-fleur à la flamande au thermomix sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,maâkouda (galettes de pommes de terre marocaines),"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","maâkouda (galettes de pommes de terre marocaines) sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,poêlée de courgettes et pommes de terres,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","poêlée de courgettes et pommes de terres sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,poêlée au tofu,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","poêlée au tofu sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,poêlée de pois gourmands et pommes de terre,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","poêlée de pois gourmands et pommes de terre sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,curry d'aubergines au lait de coco,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","curry d'aubergines au lait de coco sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Légumes,burger au fruit du jacquier façon pulled pork,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","burger au fruit du jacquier façon pulled pork sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillette sauce moutarde,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillette sauce moutarde sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillette,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillette sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillette de troyes sauce chaource,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillette de troyes sauce chaource sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillettes thym et laurier et sa sauce vin blanc,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillettes thym et laurier et sa sauce vin blanc sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillette en papillote,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillette en papillote sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillettes à la crème facile,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillettes à la crème facile sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,tarte au chaource et andouillette,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","tarte au chaource et andouillette sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillettes à la crème,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillettes à la crème sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillettes au vin rouge,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillettes au vin rouge sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillette au chaource (spécialité troyenne),"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillette au chaource (spécialité troyenne) sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillettes au maroilles,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillettes au maroilles sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillette aux poireaux,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillette aux poireaux sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillettes aux pommes de terre,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillettes aux pommes de terre sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillettes à la crème et aux champignons,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillettes à la crème et aux champignons sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillettes en cocotte,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillettes en cocotte sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillettes dijonnaise ,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillettes dijonnaise  sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillettes au cidre,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillettes au cidre sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillettes pommes boulangères,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillettes pommes boulangères sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillettes aux lentilles,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillettes aux lentilles sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillettes à la moutarde sur lit d'endive,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillettes à la moutarde sur lit d'endive sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,gratin d'andouillette à la moutarde,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","gratin d'andouillette à la moutarde sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillette aux champignons sauce moutarde,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillette aux champignons sauce moutarde sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,papillotes d'andouillettes à l'échalotes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","papillotes d'andouillettes à l'échalotes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillette au whisky,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillette au whisky sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouillettes faciles et pommes de terre,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouillettes faciles et pommes de terre sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,feuilleté d'andouillette à la sauce moutarde,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","feuilleté d'andouillette à la sauce moutarde sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,gougère à l'andouillette,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","gougère à l'andouillette sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,gratin d'andouillette au fromage,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","gratin d'andouillette au fromage sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,gratin d'andouillettes,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","gratin d'andouillettes sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,andouilettes au champagne,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","andouilettes au champagne sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,ris de veau aux champignons,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","ris de veau aux champignons sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,langue de boeuf sauce cornichons,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","langue de boeuf sauce cornichons sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,langue de boeuf sauce piquante aux cornichons,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","langue de boeuf sauce piquante aux cornichons sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,tête de veau à la vinaigrette,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","tête de veau à la vinaigrette sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,rognon de boeuf,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","rognon de boeuf sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,rognons de veau aux champignons et au porto,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","rognons de veau aux champignons et au porto sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,tripes à la mode de caen,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","tripes à la mode de caen sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,tête de veau sauce ravigote,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","tête de veau sauce ravigote sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,cervelle de canut (faisselle aux herbes),"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","cervelle de canut (faisselle aux herbes) sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,foie gras poêlé aux pommes : la recette parfaite,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","foie gras poêlé aux pommes : la recette parfaite sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,rognons de porc ,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","rognons de porc  sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,gâteau de foies de volaille,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","gâteau de foies de volaille sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,foie de veau au vinaigre,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","foie de veau au vinaigre sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,foies de volaille à la crème,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","foies de volaille à la crème sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,tripes a l'ancienne,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","tripes a l'ancienne sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,foie de veau poêlé,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","foie de veau poêlé sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,langue de porc sauce tomate et cornichons,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","langue de porc sauce tomate et cornichons sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,tablier de sapeur,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","tablier de sapeur sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,pâté de foie de porc,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","pâté de foie de porc sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,foie gras de canard mi cuit au cognac,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","foie gras de canard mi cuit au cognac sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,terrine de foies de volaille facile,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","terrine de foies de volaille facile sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,foie gras mi-cuit,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","foie gras mi-cuit sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,crème brûlée au foie gras de canard,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","crème brûlée au foie gras de canard sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,langue sauce piquante,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","langue sauce piquante sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,rognons de veau au madère,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","rognons de veau au madère sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,bouchées de ris de veau aux morilles,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","bouchées de ris de veau aux morilles sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,langue de boeuf aux champignons,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","langue de boeuf aux champignons sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,foie sauce moutarde et balsamique,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","foie sauce moutarde et balsamique sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
Abats,tripoux d'auvergne,"sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf","tripoux d'auvergne sucre, lait demi-écrémé, vanille, maïzena, jaune d'oeuf"
